tconst,primaryTitle,title,region,actor1,actor2,actor3,actor4,actor5,actress1,actress2,actress3,actress4,actress5,director1,director2,writer1,writer2,writer3,originalTitle,genre1,genre2,genre3,original_title,original_language,overview,origin_country,poster_path,tmdb_id
tt2218003,Closed Circuit,Closed Circuit,FR,Jim Broadbent,Ciarán Hinds,,,,Rebecca Hall,,,,,John Crowley,,Steven Knight,,,Closed Circuit,Crime,Drama,Mystery,Closed Circuit,en,"Martin et Claudia, deux avocats et anciens amants, se retrouvent lors d'un procès où ils doivent défendre une terroriste internationale. Le danger les guette alors.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/50nqKWUOeYUWGSpqilYr9w8U2m4.jpg,146223.0
tt9059704,An American Pickle,An American Pickle,FR,Eliot Glazer,,,,,Sarah Snook,Molly Evensen,,,,Brandon Trost,,Simon Rich,,,An American Pickle,Comedy,Fantasy,,An American Pickle,en,"1920, Herschel Greenbaum est un ouvrier qui immigre en Amérique souhaitant connaître le rêve américain. Un jour, alors qu'il travaille, il tombe dans une cuve de cornichons. Il est conservé pendant 100 ans. Il revient à lui, aujourd'hui à Brooklyn, il constate qu'il n'a pas vieilli. Quand il se lance à la recherche de sa famille, il apprend qu'il ne lui reste que son arrière-petit-fils, Ben Greenbaum, un geek aux manières douces, son opposé.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8ziUp2q71vCmMgYY2MRCwI3mSs5.jpg,628917.0
tt0070460,Day for Night,La nuit américaine,FR,François Truffaut,,,,,Jacqueline Bisset,Valentina Cortese,,,,,,Jean-Louis Richard,Suzanne Schiffman,,La nuit américaine,Comedy,Drama,Romance,La Nuit américaine,fr,"Ferrand, célèbre metteur en scène, commence le tournage de son nouveau film, « Je vous présente Pamela », aux studios de la Victorine, à Nice. Il a rassemblé autour de lui Bertrand, son producteur, Alphonse, le jeune premier, Julie Baker, une actrice américaine dépressive accompagnée de son mari, le docteur Nelson, Séverine, qui noie les outrages de l'âge dans la boisson, Alexandre, un acteur quinquagénaire et, bien sûr, toute son équipe technique. Le tournage se révèle long et difficile, d'autant plus que tous ces personnages accumulent intrigues, passions et éclats, devant et derrière les caméras…",FR,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vTT3I0KTP2N7OcEyWcHzwZ7CsxN.jpg,1675.0
tt0964587,St. Trinian's,St Trinian's: Pensionnat pour jeunes filles rebelles,FR,,,,,,Talulah Riley,Gemma Arterton,Jodie Whittaker,,,Oliver Parker,Barnaby Thompson,Ronald Searle,Piers Ashworth,Jamie Minoprio,St. Trinian's,Comedy,Family,,St. Trinian's,en,"St Trinian's, la fameuse école de ""jeunes filles"", doit faire face à la crise financière. La banque menace la directrice, Camilla Fritton, de fermeture. Sa doctrine peu orthodoxe de la liberté d'expression et d'émancipation est menacée par le nouveau ministre de l'éducation, Geoffrey Thwaites, déterminé à apporter l'ordre et la discipline à l'école anarchique. Les filles de St Trinian's sont prêtes à trouver de l'argent par tous les moyens possibles pour sauver leur école...",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5c5KNaUVDh0I7TotvhFHU1bNS3r.jpg,10748.0
tt1356864,I'm Still Here,I'm Still Here,FR,Antony Langdon,Carey Perloff,Larry McHale,,,,,,,,Casey Affleck,,,,,I'm Still Here,Comedy,Drama,Music,I'm Still Here,en,"En 2008, l'acteur Joaquin Phoenix annonce qu'il prend sa retraite du métier et tente sa chance comme chanteur hip-hop. Durant un an, son beau-frère Casey Affleck, armé de sa caméra, documentera au jour le jour sa dépression, son dégoût de la célébrité et ses nombreux revers. Parallèlement, l'ex-acteur à l'apparence négligée entame la tournée de promotion du film « Two Lovers » de James Gray, durant laquelle il crache son fiel contre le show-business et tient des propos incohérents devant les caméras de télévision. Entre les sauteries avec ses amis et ses prestations de rappeur, Joaquin Phoenix, devenu la risée de tout Hollywood, crie son désespoir.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wZjMHKktix2nv2OuQgy4xF10I0H.jpg,43939.0
tt0326905,The Great Raid,Le Grand Raid,FR,Joseph Fiennes,James Franco,Robert Mammone,,,,,,,,John Dahl,,William B. Breuer,Hampton Sides,Carlo Bernard,The Great Raid,Action,Drama,War,The Great Raid,en,"En janvier 1945, l'armée japonaise, qui occupe les Philippines, retient prisonniers dans le camp de Cabanatuan plus de 500 soldats américains. Parmi eux, le major Gibson, malgré la malaria qui le ronge, tente de remonter le moral de ses troupes qui meurent de faim. Grâce à Margaret, une veuve de guerre, il arrive à faire pénétrer en contrebande des médicaments. Pendant ce temps, le sixième bataillon de Rangers sous le commandement du lieutenant-colonel Henry Mucci, se prépare à lancer une opération d'envergure pour tenter de délivrer les prisonniers. Il reçoit l'aide du capitaine philippin Pajota, qui dirige la résistance face aux Japonais...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/o6jRijgpSPsmNY6gkyN7HPntwdl.jpg,13922.0
tt5112578,Super Dark Times,Super Dark Times,FR,Charlie Tahan,,,,,Elizabeth Cappuccino,Amy Hargreaves,,,,Kevin Phillips,,Ben Collins,Luke Piotrowski,,Super Dark Times,Crime,Drama,Horror,Super Dark Times,en,"Deux lycéens inséparables voient leur amitié profondément ébranlée à la suite d'un terrible accident. Culpabilité, paranoïa, folie...",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7sJoNicLJ9EZwetp5ucjS8qQ9g1.jpg,396940.0
tt2513074,Billy Lynn's Long Halftime Walk,Un jour dans la vie de Billy Lynn,FR,Garrett Hedlund,Arturo Castro,Mason Lee,,,,,,,,Ang Lee,,Ben Fountain,Jean-Christophe Castelli,,Billy Lynn's Long Halftime Walk,Action,Drama,Sport,Billy Lynn's Long Halftime Walk,en,"En 2005, Billy Lynn, un jeune Texan de 19 ans, fait partie d'un régiment d'infanterie en Irak, victime d'une violente attaque. Ayant survécu à la bataille, il est érigé en héros, ainsi que plusieurs de ses camarades. Et c'est avec ce statut qu'ils sont rapatriés aux États-Unis par l'administration Bush, qui désire les voir parader au pays… avant de retourner au front.",CN,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4esEcepFyRslbqv3V7cVQ3RlT4H.jpg,293767.0
tt0113442,It Takes Two,"Papa, j'ai une maman pour toi !",FR,,,,,,Kirstie Alley,Mary-Kate Olsen,Ashley Olsen,,,Andy Tennant,,Deborah Dean Davis,,,It Takes Two,Comedy,Family,Romance,It Takes Two,en,"Amanda et Alysa viennent d'horizons différents. L'une est orpheline, l'autre vient d'un milieu aisé. Les deux petites filles vont imaginer un stratagème visant à réunir sous les cieux de l'amour le père d'Alysa et l'assistante sociale d'Amanda.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pJEzffNM50qZQ4IC07Krfk0T9M7.jpg,33689.0
tt0070948,Zardoz,Zardoz,FR,John Alderton,,,,,Charlotte Rampling,Sara Kestelman,,,,John Boorman,,,,,Zardoz,Adventure,Fantasy,Sci-Fi,Zardoz,en,"2293, La Terre a été totalement dévastée et la société est divisée en plusieurs castes : les Brutes, les Exterminateurs et les Barbares qui vouent un culte sans limites au dieu Zardoz. Tous œuvrent pour les Éternels, un groupe d'humains immortels. Ce nouvel équilibre social va être bouleversé lorsque Zed, un Exterminateur, décide de pénétrer chez les Éternels, défiant ainsi le dieu Zardoz...",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/y5hfz0pkJc31gPDIy3UKN6pq5gV.jpg,4923.0
tt1984153,Excision,Excision,FR,,,,,,AnnaLynne McCord,Ariel Winter,Traci Lords,,,Richard Bates Jr.,,,,,Excision,Comedy,Drama,Horror,Excision,en,Une lycéenne perturbée développe une obsession sur la médecine et fantasme de pratiquer des opérations chirurgicales sur les autres élèves.,,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3aLgB6FTQlNanER0RpckbKdwyh9.jpg,84194.0
tt5666304,The Little Hours,Les bonnes soeurs,FR,,,,,,Alison Brie,Kate Micucci,Aubrey Plaza,,,Jeff Baena,,Giovanni Boccaccio,,,The Little Hours,Comedy,Romance,,The Little Hours,en,Les sœurs d'un couvent vont tenter de continuer à vivre normalement quand le père Tommasso leur impose la présence d'un jeune homme séduisant…,US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2NZdKu0yfFqGh5jenckgJ6BOG71.jpg,411873.0
tt0099726,Hamlet,Hamlet,FR,Alan Bates,Paul Scofield,,,,Glenn Close,,,,,Franco Zeffirelli,,William Shakespeare,Christopher De Vore,,Hamlet,Drama,,,Hamlet,en,"Hamlet, le prince du Danemark, découvre que son oncle Claudius a tué son père pour accèder au trône, et décide de se venger ...",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ycM8gwwyOLXW4qxkcu6nhLlfgcA.jpg,10264.0
tt0942384,Shelter,Shelter,FR,Brad Rowe,Jackson Wurth,,,,Tina Holmes,,,,,Jonah Markowitz,,,,,Shelter,Drama,Romance,Sport,Shelter,en,"Zach a mis de côté ses ambitions d'artiste pour prendre soin de son neveu Cody et partage son temps entre son job de serveur et quelques sessions de surf. Mais le retour inattendu de Shaun, le grand frère de son meilleur ami Gabe, bouscule sa vie. Les deux garçons passent ensemble de plus en plus de temps et leur attirance mutuelle ne fait que grandir jusqu'à leur première nuit partagée qui désoriente totalement Zach.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eYA8KiSnIAbxtoIgg4lpZjB0dfz.jpg,17483.0
tt0082307,The Beyond,L'au-delà,FR,Antoine Saint-John,,,,,Catriona MacColl,Cinzia Monreale,,,,Lucio Fulci,,Dardano Sacchetti,Giorgio Mariuzzo,H.P. Lovecraft,...E tu vivrai nel terrore! L'aldilà,Horror,,,...E tu vivrai nel terrore! L'aldilà,it,"Une jeune femme hérite d'un hôtel dans la Nouvelle Orléans. Alors qu'elle entreprend des travaux de rénovation, des phénomènes étranges font de sa vie un véritable enfer.",IT,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b8LADuPEY4j7m91kHKb4Fkvf0VY.jpg,19204.0
tt2140037,Jane Got a Gun,Jane Got a Gun,FR,Ewan McGregor,Rodrigo Santoro,,,,Natalie Portman,,,,,Gavin O'Connor,,Brian Duffield,Anthony Tambakis,,Jane Got a Gun,Action,Drama,Western,Jane Got a Gun,en,"Jane Hammond est une femme au caractère bien trempé mariée à Bill, l’un des pires bandits de la ville. Lorsque celui-ci se retourne contre son propre clan, les terribles frères Bishop, et qu’il rentre agonisant avec huit balles dans le dos, Jane sait qu’il est maintenant temps pour elle de troquer la robe contre le pantalon et de ressortir son propre pistolet. Le meilleur espoir de Jane n’est autre que son ancien amour Dan Frost, un brigand dont la haine envers Bill n’a d’égal que son amour pour Jane. Ensemble, Jane et Dan élaborent d’habiles pièges, attirant les hommes de Bishop vers une mort certaine, tandis que leurs sentiments enfouis refont surface au milieu des balles qui fusent.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lef7Fnj3gOoFKNYpuZ8qq1FBj55.jpg,174751.0
tt0064072,The Battle of Britain,La Bataille d'Angleterre,FR,Trevor Howard,Harry Andrews,Curd Jürgens,,,,,,,,Guy Hamilton,,James Kennaway,Wilfred Greatorex,Derek Dempster,Battle of Britain,Action,Drama,History,Battle of Britain,en,"En 1940, l'Angleterre attend d'être envahie par l'Allemagne nazie. Les Allemands bombardent Londres et les Anglais en font de même sur Berlin. Commence alors la bataille aérienne, la plus spectaculaire de la seconde guerre mondiale.",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bYjr6dYhjjY6GL1RDx5l4XdTqmP.jpg,11463.0
tt0062994,Funny Girl,Funny Girl,FR,,,,,,Barbra Streisand,Kay Medford,Anne Francis,,,William Wyler,,Isobel Lennart,,,Funny Girl,Biography,Comedy,Drama,Funny Girl,en,"Fanny Brice est engagée comme comédienne et chanteuse dans la revue Keeney's Music Hall. Elle y fait la connaissance de Nick Arnstein, un gentleman, et de l'imprésario Florenz Ziegfeld. Ce dernier la choisit comme vedette de ses fameuses Ziegfeld's Follies. Mais la gloire ne dure qu'un temps.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rXFRIv35SgcmaUqRjmGniwSopRW.jpg,16085.0
tt1305591,Mars Needs Moms,Milo sur Mars,FR,Dan Fogler,,,,,Joan Cusack,Elisabeth Harnois,,,,Simon Wells,,Wendy Wells,Berkeley Breathed,,Mars Needs Moms,Action,Adventure,Animation,Mars Needs Moms,en,"Pour Milo, garçon de 9 ans, les mamans sont des esclavagistes qui tyrannisent les enfants avec des brocolis. Un jour, les Martiens débarquent sur Terre. Mais pas pour conquérir le monde ou détruire la planète : ils veulent enlever des mamans ! Lorsque celle de Milo est enlevée, il s’embarque alors dans une aventure pleine de rebondissements à sa recherche…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hAXNIFa5mf1mfCnrzM1HXoP5chj.jpg,50321.0
tt1294970,The Angriest Man in Brooklyn,Deuxième chance à Brooklyn,FR,Peter Dinklage,,,,,Mila Kunis,Melissa Leo,,,,Phil Alden Robinson,,Daniel Taplitz,Assi Dayan,,The Angriest Man in Brooklyn,Comedy,Drama,,The Angriest Man in Brooklyn,en,"Le Dr. Sharon Gill (Mila Kunis), exaspérée par son patient Henry Altmann (Robin Williams) lui annonce sur un coup de tête qu'il ne lui reste que 90 minutes à vivre. Commence alors une folle course contre la montre pour Henry qui croit n'avoir plus que ce temps pour recoucher avec sa femme, se rapprocher de son frère et de son fils...",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yxaAUDLTkpBk7ksseqrxAZiVIQk.jpg,152790.0
tt5144174,The Dry,Canicule,FR,Keir O'Donnell,John Polson,,,,Genevieve O'Reilly,,,,,Robert Connolly,,Harry Cripps,Jane Harper,Samantha Strauss,The Dry,Crime,Drama,Mystery,The Dry,en,"Aaron Falk retourne dans sa ville natale après plus de vingt ans d'absence afin d'assister aux obsèques d'un de ses amis d'enfance, qui a tué femme et enfant avant de se suicider. Trouvant étrange cette mort si soudaine, Aaron décide de mener l'enquête. Il découvre l'existence d'un vaste complot dont il pourrait bien être la prochaine victime...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8d2jKCzHVSaii6EF81kJWyNuUmP.jpg,567797.0
tt0105428,Sleepwalkers,La nuit déchirée,FR,Jim Haynie,,,,,Mädchen Amick,Alice Krige,,,,Mick Garris,,Stephen King,,,Sleepwalkers,Fantasy,Horror,,Sleepwalkers,en,"Une mère et son fils, survivants d'une race millénaire qui ne craint que les chats, s'installent dans une nouvelle communauté.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eVKb9fcrCdIuhJX6pmEJFGUdTk2.jpg,11428.0
tt1928340,After the Dark,After the Dark,FR,Daryl Sabara,Freddie Stroma,,,,Sophie Lowe,,,,,John Huddles,,,,,After the Dark,Drama,Fantasy,Sci-Fi,After the Dark,en,"Dans une école internationale de Djakarta, un professeur de philosophie soumet ses étudiants à une expérience de fin du monde afin d'éprouver leurs facultés mentales, et humaines...",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4lx2O3iEUctFSKm1ebkcxNMCmZh.jpg,198287.0
tt0054632,Last Year at Marienbad,L'année dernière à Marienbad,FR,Sacha Pitoëff,,,,,Delphine Seyrig,Françoise Bertin,,,,Alain Resnais,,Alain Robbe-Grillet,,,L'année dernière à Marienbad,Drama,Mystery,,L'Année dernière à Marienbad,fr,"Dans un château de Bohême transformé en hôtel, des gens vivent dans une atmosphère feutrée. Ils sont là pour se reposer, et tout autre bruit hors quelques paroles chuchotées est proscrit. Un homme s’attache à une femme et tente de la persuader qu’ils ont eu une aventure, l’année dernière à Marienbad.",IT,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aGPYM6Y8RtaL8DD8u6rfVsRvhD7.jpg,4024.0
tt5607096,"Juliet, Naked","Juliet, Naked",FR,Ethan Hawke,,,,,Rose Byrne,Kitty O'Beirne,,,,Jesse Peretz,,Evgenia Peretz,Jim Taylor,Tamara Jenkins,"Juliet, Naked",Comedy,Drama,Music,"Juliet, Naked",en,"Annie vit avec son petit ami Duncan dans une petite ville balnéaire anglaise. Duncan est fan d’un chanteur de rock oublié à la carrière éclair, Tucker Crowe (Ethan Hawke), qui a totalement disparu des radars et auquel il consacre un site web.  Annie ne partage guère cette passion et commence à se demander si elle n’a pas loupé le coche dans sa vie intime. Quand Duncan reçoit les maquettes de l’unique album de son idole, sous le titre Juliet Naked, Annie publie un commentaire acerbe sur son site, afin de contrarier son compagnon. C’est alors qu’elle reçoit un mail du mystérieux musicien…",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yuEzRSkMYhD8faVhAiFYhQ9NvOj.jpg,458344.0
tt0411195,Breakfast on Pluto,Breakfast on Pluto,FR,Morgan Jones,Liam Neeson,,,,Eva Birthistle,,,,,Neil Jordan,,Pat McCabe,,,Breakfast on Pluto,Comedy,Drama,,Breakfast on Pluto,en,"Patrick ""Kitten"" Brady a quitté son Irlande natale en quête d'une nouvelle vie dans le tourbillon londonien des années 70. En quête d'identité sexuelle, il devient travesti et côtoie le monde haut en couleur de la prostitution. Au gré de ses errances et de ses rencontres, ""Kitten"" va rapidement se trouver mêlé à un complot de l'IRA visant la capitale britannique.",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/14tmdb1PiLNDZf3VD29S2nUKVV0.jpg,1420.0
tt0112572,The Brady Bunch Movie,La Tribu Brady,FR,Christopher Daniel Barnes,,,,,Shelley Long,Christine Taylor,,,,Betty Thomas,,Terry Turner,Sherwood Schwartz,Laurice Elehwany,The Brady Bunch Movie,Comedy,,,The Brady Bunch Movie,en,"Mike et Carol Brady n'ont qu'une semaine pour trouver les 20 000 dollars réclamés par le fisc, ou ils perdront leur maison.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qRXSJjhJTZdRSP6gQQEZMLF3d7g.jpg,9066.0
tt6127004,Paradise Hills,Paradise Hills,FR,,,,,,Emma Roberts,Danielle Macdonald,Awkwafina,Eiza González,,Alice Waddington,,Sofía Cuenca,Brian DeLeeuw,Nacho Vigalondo,Paradise Hills,Fantasy,Sci-Fi,Thriller,Paradise Hills,en,"Après avoir perdu son entreprise, un magnat se suicide. L'auteur de l'O.P.A., Son Prescott, enlève la fille du défunt, Uma, pour la marier. Avant cela, il l'envoie à Paradise Hills, dans un sanatorium privé où on va lui supprimer l'esprit.",ES,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7V1N8vMPNDw6be3MDiA4DC0s4Bv.jpg,487083.0
